id	label
base.italiantv.adapted_tv_character.dubbing_performances	base.italiantv.adapted_tv_character.dubbing_performances
base.italiantv.tv_dubbing_performance.actor	base.italiantv.tv_dubbing_performance.actor
base.italiantv.tv_dubbing_performance.character	base.italiantv.tv_dubbing_performance.character
base.italiantv.tv_dubbing_performance.tv_program	base.italiantv.tv_dubbing_performance.tv_program
base.jewishcommunities.jewish_community.synagogues	base.jewishcommunities.jewish_community.synagogues
base.jewlib.jewish_studies_field.researchers	base.jewlib.jewish_studies_field.researchers
base.jewlib.original_owner.originator_of	base.jewlib.original_owner.originator_of
base.jewlib.parent_institution.judaica_owning_units	base.jewlib.parent_institution.judaica_owning_units
base.killers.serial_killer.span_of_killings	base.killers.serial_killer.span_of_killings
base.killers.serial_killing_period.period_start	base.killers.serial_killing_period.period_start
base.kinometric.genre.incompatible_genres	base.kinometric.genre.incompatible_genres
base.kwebbase.kwtopic.assessment	base.kwebbase.kwtopic.assessment
base.kwebbase.kwtopic.category	base.kwebbase.kwtopic.category
base.kwebbase.kwtopic.connections_from	base.kwebbase.kwtopic.connections_from
base.kwebbase.kwtopic.connections_to	base.kwebbase.kwtopic.connections_to
base.kwebbase.kwtopic.has_sentences	base.kwebbase.kwtopic.has_sentences
base.lewisandclark.places_eastward.from	base.lewisandclark.places_eastward.from
base.lewisandclark.places_westward.from	base.lewisandclark.places_westward.from
base.lewisandclark.places_westward.to	base.lewisandclark.places_westward.to
base.lightweight.profession.important_quality	base.lightweight.profession.important_quality
base.lightweight.profession.job_count_regional	base.lightweight.profession.job_count_regional
base.lightweight.profession.job_growth_regional	base.lightweight.profession.job_growth_regional
base.lightweight.profession.median_salary_regional	base.lightweight.profession.median_salary_regional
base.lightweight.profession.professions_similar	base.lightweight.profession.professions_similar
base.lightweight.profession.similar_professions	base.lightweight.profession.similar_professions
base.lightweight.profession.specialization_of	base.lightweight.profession.specialization_of
base.lightweight.profession.typical_education	base.lightweight.profession.typical_education
base.litcentral.focal_location.conservation_plan_s	base.litcentral.focal_location.conservation_plan_s
base.litcentral.focal_location.conservation_project_s	base.litcentral.focal_location.conservation_project_s
base.litcentral.focal_location.coordinated_program_s	base.litcentral.focal_location.coordinated_program_s
base.litcentral.focal_location.defined_land_cover_classes	base.litcentral.focal_location.defined_land_cover_classes
base.litcentral.focal_location.priority_species	base.litcentral.focal_location.priority_species
base.litcentral.named_person.individual_names	base.litcentral.named_person.individual_names
base.litcentral.person_full_name.family_name_s	base.litcentral.person_full_name.family_name_s
base.litcentral.person_full_name.given_name_s	base.litcentral.person_full_name.given_name_s
base.litcentral.person_full_name.nickname_s	base.litcentral.person_full_name.nickname_s
base.litcentral.person_full_name.person_topic	base.litcentral.person_full_name.person_topic
base.localfood.csa_coverage_area.supplied_by	base.localfood.csa_coverage_area.supplied_by
base.locations.cities_and_towns.country	base.locations.cities_and_towns.country
base.locations.continents.countries_within	base.locations.continents.countries_within
base.locations.continents.places_within	base.locations.continents.places_within
base.locations.continents.planet	base.locations.continents.planet
base.locations.counties_parishes_and_boroughs.coninent	base.locations.counties_parishes_and_boroughs.coninent
base.locations.countries.continent	base.locations.countries.continent
base.locations.countries.counties_within	base.locations.countries.counties_within
base.locations.countries.places_within	base.locations.countries.places_within
base.lookalikes.twin.twin_members	base.lookalikes.twin.twin_members
base.mapcentral.fgdc_location_keyword.metadata_location_records	base.mapcentral.fgdc_location_keyword.metadata_location_records
base.militaryinfiction.location_in_fiction.contained_by	base.militaryinfiction.location_in_fiction.contained_by
base.militaryinfiction.location_in_fiction.contains	base.militaryinfiction.location_in_fiction.contains
base.militaryinfiction.location_in_fiction.events	base.militaryinfiction.location_in_fiction.events
base.militaryinfiction.location_in_fiction.languages	base.militaryinfiction.location_in_fiction.languages
base.militaryinfiction.location_in_fiction.setting_type	base.militaryinfiction.location_in_fiction.setting_type
base.militaryinfiction.location_in_fiction.universe	base.militaryinfiction.location_in_fiction.universe
base.militaryinfiction.location_in_fiction.works_set_here	base.militaryinfiction.location_in_fiction.works_set_here
base.monetarydebase.debased_currency.issuing_government	base.monetarydebase.debased_currency.issuing_government
base.monetarydebase.debased_currency.largest_denomination	base.monetarydebase.debased_currency.largest_denomination
base.monetarydebase.governments_that_debase.largest_denomination	base.monetarydebase.governments_that_debase.largest_denomination
base.morelaw.plaintiff.lawsuits	base.morelaw.plaintiff.lawsuits
base.morelaw.war.peace_treaty	base.morelaw.war.peace_treaty
base.musicpf.genre.artist	base.musicpf.genre.artist
base.mystery.cryptid_area_of_occurrence.cryptid_s_found_here	base.mystery.cryptid_area_of_occurrence.cryptid_s_found_here
base.mystery.cryptid_observation.location	base.mystery.cryptid_observation.location
base.mystery.cryptid_observation_location.cryptid_observation_s	base.mystery.cryptid_observation_location.cryptid_observation_s
base.mystery.cryptid_observation_location.cryptid_s_occurring_here	base.mystery.cryptid_observation_location.cryptid_s_occurring_here
base.mystery.hoax_location.hoax_es	base.mystery.hoax_location.hoax_es
base.mystery.hoaxter.hoax_es	base.mystery.hoaxter.hoax_es
base.nascar.nascar_driver.car_make	base.nascar.nascar_driver.car_make
base.natlang.abbreviated_topic.abbreviations	base.natlang.abbreviated_topic.abbreviations
base.natlang.abbreviated_topic.complete_name	base.natlang.abbreviated_topic.complete_name
base.ndbcd.buoy.ndbc_id	base.ndbcd.buoy.ndbc_id
base.ndbcd.buoy.owned_by	base.ndbcd.buoy.owned_by
base.ndbcd.buoy.type_of_buoy	base.ndbcd.buoy.type_of_buoy
base.newsevents.news_report.date	base.newsevents.news_report.date
base.newsevents.news_report.event	base.newsevents.news_report.event
base.newsevents.news_report.title	base.newsevents.news_report.title
base.newsevents.news_report.url	base.newsevents.news_report.url
base.newsevents.news_reported_event.news_report_s	base.newsevents.news_reported_event.news_report_s
base.newsevents.news_reporting_organisation.news_reports	base.newsevents.news_reporting_organisation.news_reports
base.newsevents.photographed_event.photograph_s	base.newsevents.photographed_event.photograph_s
base.newsevents.photographer.pictures_taken	base.newsevents.photographer.pictures_taken
base.nobelprizes.nobel_honor.nobel_prize_winner	base.nobelprizes.nobel_honor.nobel_prize_winner
base.nobelprizes.nobel_honor.subject_area	base.nobelprizes.nobel_honor.subject_area
base.nobelprizes.nobel_prize_winner.nobel_honor	base.nobelprizes.nobel_prize_winner.nobel_honor
base.nobelprizes.nobel_subject_area.nobel_awards	base.nobelprizes.nobel_subject_area.nobel_awards
base.obamabase.cabinet_member.cabinet_position	base.obamabase.cabinet_member.cabinet_position
base.obamabase.cabinet_position.potential_cabinet_members	base.obamabase.cabinet_position.potential_cabinet_members
base.obamabase.possible_cabinet_member.cabinet_position	base.obamabase.possible_cabinet_member.cabinet_position
base.objectionablecontent.flagged_content.flags	base.objectionablecontent.flagged_content.flags
base.onephylogeny.type_of_thing.included_in	base.onephylogeny.type_of_thing.included_in
base.onephylogeny.type_of_thing.includes	base.onephylogeny.type_of_thing.includes
base.onephylogeny.type_of_thing.things_of_this_type	base.onephylogeny.type_of_thing.things_of_this_type
base.ontologies.ontology_class.equivalent_classes	base.ontologies.ontology_class.equivalent_classes
base.ontologies.ontology_instance.equivalent_instances	base.ontologies.ontology_instance.equivalent_instances
base.ontologies.ontology_instance_mapping.freebase_topic	base.ontologies.ontology_instance_mapping.freebase_topic
base.ontologies.ontology_instance_mapping.ontology	base.ontologies.ontology_instance_mapping.ontology
base.ontologies.ontology_instance_mapping.uri	base.ontologies.ontology_instance_mapping.uri
base.ourairports.ourairports_id	base.ourairports.ourairports_id
base.parody.parodied_subject.parodies	base.parody.parodied_subject.parodies
base.patronage.client.related_patron	base.patronage.client.related_patron
base.patronage.patron.related_client	base.patronage.patron.related_client
base.patronage.patron_client_relationship.not_after	base.patronage.patron_client_relationship.not_after
base.patronage.patron_client_relationship.not_before	base.patronage.patron_client_relationship.not_before
base.patronage.patron_client_relationship.patron	base.patronage.patron_client_relationship.patron
base.patronage.patronage_product.resulted_from_this_relationship	base.patronage.patronage_product.resulted_from_this_relationship
base.petbreeds.chicken_breed.primary_use	base.petbreeds.chicken_breed.primary_use
base.petbreeds.city_with_dogs.top_breeds	base.petbreeds.city_with_dogs.top_breeds
base.petbreeds.dog_breed.size	base.petbreeds.dog_breed.size
base.petbreeds.dog_size.gender	base.petbreeds.dog_size.gender
base.petbreeds.dog_size.maximum_height	base.petbreeds.dog_size.maximum_height
base.petbreeds.dog_size.maximum_weight	base.petbreeds.dog_size.maximum_weight
base.petbreeds.dog_size.minimum_height	base.petbreeds.dog_size.minimum_height
base.petbreeds.dog_size.minimum_weight	base.petbreeds.dog_size.minimum_weight
base.pethealth.pet_disease_risk_factor.pet_diseases_with_this_risk_factor	base.pethealth.pet_disease_risk_factor.pet_diseases_with_this_risk_factor
base.pethealth.symptom.symptom_of	base.pethealth.symptom.symptom_of
base.politicalconventions.convention_speaker.conventions_spoken_at	base.politicalconventions.convention_speaker.conventions_spoken_at
base.politicalconventions.convention_speech.conventions_spoken_at	base.politicalconventions.convention_speech.conventions_spoken_at
base.politicalconventions.convention_speech.date	base.politicalconventions.convention_speech.date
base.politicalconventions.convention_speech.introduced_by	base.politicalconventions.convention_speech.introduced_by
base.politicalconventions.convention_speech.speaker	base.politicalconventions.convention_speech.speaker
base.politicalconventions.political_convention.host_city	base.politicalconventions.political_convention.host_city
base.politicalconventions.political_convention.party	base.politicalconventions.political_convention.party
base.politicalconventions.political_convention.presidential_nominee	base.politicalconventions.political_convention.presidential_nominee
base.politicalconventions.presidential_nominee.nominated_at	base.politicalconventions.presidential_nominee.nominated_at
base.politicalconventions.primary_candidate.pres_delegate_vote_tally	base.politicalconventions.primary_candidate.pres_delegate_vote_tally
base.popstra.arrest.arrested_person	base.popstra.arrest.arrested_person
base.popstra.arrest.date	base.popstra.arrest.date
base.popstra.arrest.location	base.popstra.arrest.location
base.popstra.arrest.offense	base.popstra.arrest.offense
base.popstra.canoodled.date	base.popstra.canoodled.date
base.popstra.canoodled.participant	base.popstra.canoodled.participant
base.popstra.celebrity.bought	base.popstra.celebrity.bought
base.popstra.celebrity.canoodled	base.popstra.celebrity.canoodled
base.popstra.celebrity.dated	base.popstra.celebrity.dated
base.popstra.celebrity.eats_at	base.popstra.celebrity.eats_at
base.popstra.celebrity.favorite_foods	base.popstra.celebrity.favorite_foods
base.popstra.celebrity.friendship	base.popstra.celebrity.friendship
base.popstra.celebrity.infidelity_participant	base.popstra.celebrity.infidelity_participant
base.popstra.celebrity.infidelity_victim	base.popstra.celebrity.infidelity_victim
base.popstra.celebrity.insult_victim	base.popstra.celebrity.insult_victim
base.popstra.celebrity.lived_with	base.popstra.celebrity.lived_with
base.popstra.celebrity.operation	base.popstra.celebrity.operation
base.popstra.celebrity.religion	base.popstra.celebrity.religion
base.popstra.celebrity.shops_at	base.popstra.celebrity.shops_at
base.popstra.celebrity.substance_abuse	base.popstra.celebrity.substance_abuse
base.popstra.celebrity.sued	base.popstra.celebrity.sued
base.popstra.celebrity.sued_by	base.popstra.celebrity.sued_by
base.popstra.celebrity.vacations_in	base.popstra.celebrity.vacations_in
base.popstra.celebrity.wears	base.popstra.celebrity.wears
base.popstra.company.shopping_choice	base.popstra.company.shopping_choice
base.popstra.dated.participant	base.popstra.dated.participant
base.popstra.fashion_choice.fashion_wearer	base.popstra.fashion_choice.fashion_wearer
base.popstra.friendship.participant	base.popstra.friendship.participant
base.popstra.infidelity.victim	base.popstra.infidelity.victim
base.popstra.legal_dispute.defendant	base.popstra.legal_dispute.defendant
base.popstra.legal_dispute.plaintiff	base.popstra.legal_dispute.plaintiff
base.popstra.lived_with.end_date	base.popstra.lived_with.end_date
base.popstra.lived_with.participant	base.popstra.lived_with.participant
base.popstra.lived_with.start_date	base.popstra.lived_with.start_date
base.popstra.location.arrestee	base.popstra.location.arrestee
base.popstra.location.vacationers	base.popstra.location.vacationers
base.popstra.operation.procedure	base.popstra.operation.procedure
base.popstra.product.sold_to	base.popstra.product.sold_to
base.popstra.product_choice.consumer	base.popstra.product_choice.consumer
base.popstra.product_choice.product	base.popstra.product_choice.product
base.popstra.public_insult.perpetrator	base.popstra.public_insult.perpetrator
base.popstra.public_insult.victim	base.popstra.public_insult.victim
base.popstra.rehab_facility.patient	base.popstra.rehab_facility.patient
base.popstra.religion.membership	base.popstra.religion.membership
base.popstra.religion_choice.member	base.popstra.religion_choice.member
base.popstra.religion_choice.religion	base.popstra.religion_choice.religion
base.popstra.religion_choice.start_date	base.popstra.religion_choice.start_date
base.popstra.restaurant.restaurant_choice	base.popstra.restaurant.restaurant_choice
base.popstra.restaurant_choice.diner	base.popstra.restaurant_choice.diner
base.popstra.restaurant_choice.restaurant	base.popstra.restaurant_choice.restaurant
base.popstra.shopping_choice.company	base.popstra.shopping_choice.company
base.popstra.shopping_choice.shopper	base.popstra.shopping_choice.shopper
base.popstra.sww_base.heat	base.popstra.sww_base.heat
base.popstra.sww_base.interest	base.popstra.sww_base.interest
base.popstra.sww_base.source	base.popstra.sww_base.source
base.popstra.vacation_choice.location	base.popstra.vacation_choice.location
base.popstra.vacation_choice.vacationer	base.popstra.vacation_choice.vacationer
base.prison.prison_type.prisons_of_this_type	base.prison.prison_type.prisons_of_this_type
base.qualified_values.qualified_value.high_value	base.qualified_values.qualified_value.high_value
base.qualified_values.qualified_value.low_value	base.qualified_values.qualified_value.low_value
base.qualified_values.qualified_value.qualifier	base.qualified_values.qualified_value.qualifier
base.qualified_values.qualified_value.unit	base.qualified_values.qualified_value.unit
base.ranker.rankerurlname	base.ranker.rankerurlname
base.realitytv.reality_tv_contestant.season	base.realitytv.reality_tv_contestant.season
base.retail.retail_outlet.retailer	base.retail.retail_outlet.retailer
base.reviews.reviewed_topic.reviews	base.reviews.reviewed_topic.reviews
base.rosetta.languoid.document	base.rosetta.languoid.document
base.rosetta.languoid.languoid_class	base.rosetta.languoid.languoid_class
base.rosetta.languoid.local_name	base.rosetta.languoid.local_name
base.saints.saint.venerated_in	base.saints.saint.venerated_in
base.saturdaynightlive.person_impersonated_on_snl.snl_impersonations	base.saturdaynightlive.person_impersonated_on_snl.snl_impersonations
base.saturdaynightlive.snl_actor.characters_played	base.saturdaynightlive.snl_actor.characters_played
base.saturdaynightlive.snl_character.played_by	base.saturdaynightlive.snl_character.played_by
base.saturdaynightlive.snl_fiver_timer.episode_inducted	base.saturdaynightlive.snl_fiver_timer.episode_inducted
base.saturdaynightlive.snl_fiver_timer.first_appearance	base.saturdaynightlive.snl_fiver_timer.first_appearance
base.saturdaynightlive.snl_fiver_timer.most_recent_appearance	base.saturdaynightlive.snl_fiver_timer.most_recent_appearance
base.saturdaynightlive.snl_fiver_timer.number_of_appearances	base.saturdaynightlive.snl_fiver_timer.number_of_appearances
base.saturdaynightlive.snl_host.episodes_hosted	base.saturdaynightlive.snl_host.episodes_hosted
base.saturdaynightlive.snl_musical_guest.episodes_as_musical_guest	base.saturdaynightlive.snl_musical_guest.episodes_as_musical_guest
base.saturdaynightlive.snl_musical_guest.musical_performance	base.saturdaynightlive.snl_musical_guest.musical_performance
base.saturdaynightlive.snl_musical_performance.episode	base.saturdaynightlive.snl_musical_performance.episode
base.saturdaynightlive.snl_musical_performance.musical_guest	base.saturdaynightlive.snl_musical_performance.musical_guest
base.saturdaynightlive.snl_recurring_sketch.officially_named_sketch	base.saturdaynightlive.snl_recurring_sketch.officially_named_sketch
base.schemastaging.athlete_extra.salary	base.schemastaging.athlete_extra.salary
base.schemastaging.athlete_salary.date	base.schemastaging.athlete_salary.date
base.schemastaging.athlete_salary.team	base.schemastaging.athlete_salary.team
base.schemastaging.body_of_water_extra.fish	base.schemastaging.body_of_water_extra.fish
base.schemastaging.contact_webpage.contact_category	base.schemastaging.contact_webpage.contact_category
base.schemastaging.context_name.abbreviation	base.schemastaging.context_name.abbreviation
base.schemastaging.context_name.nickname	base.schemastaging.context_name.nickname
base.schemastaging.context_name.official_name	base.schemastaging.context_name.official_name
base.schemastaging.context_name.plural	base.schemastaging.context_name.plural
base.schemastaging.context_name.pronunciation	base.schemastaging.context_name.pronunciation
base.schemastaging.context_name.short_name	base.schemastaging.context_name.short_name
base.schemastaging.disputed_location.claimed_by	base.schemastaging.disputed_location.claimed_by
base.schemastaging.disputed_location_claimant.disputed_territories	base.schemastaging.disputed_location_claimant.disputed_territories
base.schemastaging.golfer_caddie_relationship.caddie	base.schemastaging.golfer_caddie_relationship.caddie
base.schemastaging.golfer_caddie_relationship.golfer	base.schemastaging.golfer_caddie_relationship.golfer
base.schemastaging.golfer_extra.caddies	base.schemastaging.golfer_extra.caddies
base.schemastaging.government_position_held_extra.politician_web_contact	base.schemastaging.government_position_held_extra.politician_web_contact
base.schemastaging.organization_extra.contact_webpage	base.schemastaging.organization_extra.contact_webpage
base.schemastaging.organization_extra.contact_webpages	base.schemastaging.organization_extra.contact_webpages
base.schemastaging.organization_extra.phone_number	base.schemastaging.organization_extra.phone_number
base.schemastaging.person_extra.net_worth	base.schemastaging.person_extra.net_worth
base.schemastaging.phone_open_times.friday_closing_time	base.schemastaging.phone_open_times.friday_closing_time
base.schemastaging.phone_open_times.friday_open_time	base.schemastaging.phone_open_times.friday_open_time
base.schemastaging.phone_open_times.monday_open_time	base.schemastaging.phone_open_times.monday_open_time
base.schemastaging.phone_open_times.saturday_open_time	base.schemastaging.phone_open_times.saturday_open_time
base.schemastaging.phone_open_times.sunday_open_time	base.schemastaging.phone_open_times.sunday_open_time
base.schemastaging.phone_open_times.thursday_closing_time	base.schemastaging.phone_open_times.thursday_closing_time
base.schemastaging.phone_open_times.thursday_open_time	base.schemastaging.phone_open_times.thursday_open_time
base.schemastaging.phone_open_times.time_zone	base.schemastaging.phone_open_times.time_zone
base.schemastaging.phone_open_times.tuesday_open_time	base.schemastaging.phone_open_times.tuesday_open_time
base.schemastaging.phone_open_times.wednesday_open_time	base.schemastaging.phone_open_times.wednesday_open_time
base.schemastaging.phone_sandbox.caller_category	base.schemastaging.phone_sandbox.caller_category
base.schemastaging.phone_sandbox.contact_category	base.schemastaging.phone_sandbox.contact_category
base.schemastaging.phone_sandbox.country_code	base.schemastaging.phone_sandbox.country_code
base.schemastaging.phone_sandbox.description	base.schemastaging.phone_sandbox.description
base.schemastaging.phone_sandbox.number	base.schemastaging.phone_sandbox.number
base.schemastaging.phone_sandbox.service_language	base.schemastaging.phone_sandbox.service_language
base.schemastaging.phone_sandbox.service_location	base.schemastaging.phone_sandbox.service_location
base.schemastaging.phone_sandbox.toll_free	base.schemastaging.phone_sandbox.toll_free
base.schemastaging.plural_form.language	base.schemastaging.plural_form.language
base.schemastaging.pronunciation.yomigana	base.schemastaging.pronunciation.yomigana
base.schemastaging.sports_league_season_ranking.rank	base.schemastaging.sports_league_season_ranking.rank
base.schemastaging.sports_league_season_ranking.season	base.schemastaging.sports_league_season_ranking.season
base.schemastaging.sports_league_season_ranking.team	base.schemastaging.sports_league_season_ranking.team
base.schemastaging.sports_team_extra.managers	base.schemastaging.sports_team_extra.managers
base.schemastaging.sports_team_extra.season_rankings	base.schemastaging.sports_team_extra.season_rankings
base.schemastaging.topic_extra.review_webpage	base.schemastaging.topic_extra.review_webpage
base.schemastaging.tv_actor_extra.regular_dubbing_performances	base.schemastaging.tv_actor_extra.regular_dubbing_performances
base.schemastaging.tv_character_extra.regular_dubbing_performances	base.schemastaging.tv_character_extra.regular_dubbing_performances
base.schemastaging.tv_star_dubbing_performance.actor	base.schemastaging.tv_star_dubbing_performance.actor
base.schemastaging.tv_star_dubbing_performance.character	base.schemastaging.tv_star_dubbing_performance.character
base.schemastaging.tv_star_dubbing_performance.language	base.schemastaging.tv_star_dubbing_performance.language
base.schemastaging.tv_star_dubbing_performance.program	base.schemastaging.tv_star_dubbing_performance.program
base.scubadiving.ecoregion.contained_by	base.scubadiving.ecoregion.contained_by
base.services.optometrist_office.optometrists_with_this_office	base.services.optometrist_office.optometrists_with_this_office
base.sharing.sharing_location.shared_here	base.sharing.sharing_location.shared_here
base.sharing.sharing_relationship.locations	base.sharing.sharing_relationship.locations
base.sharing.sharing_relationship.method	base.sharing.sharing_relationship.method
base.sharing.sharing_relationship.shares	base.sharing.sharing_relationship.shares
base.sharing.sharing_relationship.system	base.sharing.sharing_relationship.system
base.skosbase.vocabulary_equivalent_topic.equivalent_concept	base.skosbase.vocabulary_equivalent_topic.equivalent_concept
base.skosbase.vocabulary_equivalent_topic.narrower_concept	base.skosbase.vocabulary_equivalent_topic.narrower_concept
base.sounds.audio_recording_location.recordings	base.sounds.audio_recording_location.recordings
base.sportbase.sport.played_by_clubs	base.sportbase.sport.played_by_clubs
base.sportbase.sport_sport_club.involves_in	base.sportbase.sport_sport_club.involves_in
base.sportbase.sport_sport_club.location	base.sportbase.sport_sport_club.location
base.statistics.motor_vehicle_producer.commerical_vehicles_produced	base.statistics.motor_vehicle_producer.commerical_vehicles_produced
base.symbols.symbol_user.symbols	base.symbols.symbol_user.symbols
base.symbols.symbolism.used_by	base.symbols.symbolism.used_by
base.symbols.symbolized_concept.symbolized_by	base.symbols.symbolized_concept.symbolized_by
base.technologyofdoing.proposal_agent.practices	base.technologyofdoing.proposal_agent.practices
base.terrorism.terrorist_organization.considered_terrorist_by	base.terrorism.terrorist_organization.considered_terrorist_by
base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location	base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location
base.tournaments.tournament.participating_competitors	base.tournaments.tournament.participating_competitors
base.tournaments.tournament.tournament_system_s	base.tournaments.tournament.tournament_system_s
base.tournaments.tournament_participating_competitor.competitor_s	base.tournaments.tournament_participating_competitor.competitor_s
base.tournaments.tournament_participating_competitor.last_round_played	base.tournaments.tournament_participating_competitor.last_round_played
base.tournaments.tournament_participating_competitor.rank	base.tournaments.tournament_participating_competitor.rank
base.tournaments.tournament_participating_competitor.tournament	base.tournaments.tournament_participating_competitor.tournament
base.triggers.fictional_universe_with_triggers.triggery_material	base.triggers.fictional_universe_with_triggers.triggery_material
base.uncommon.topic.exceptions	base.uncommon.topic.exceptions
base.undergroundhumanthings.location_on_top_of_something_buried.underground_object	base.undergroundhumanthings.location_on_top_of_something_buried.underground_object
base.unitednations.united_nations_body.head	base.unitednations.united_nations_body.head
base.unitednations.united_nations_body.members	base.unitednations.united_nations_body.members
base.unitednations.united_nations_body_head_tenure.from	base.unitednations.united_nations_body_head_tenure.from
base.unitednations.united_nations_body_membership.from	base.unitednations.united_nations_body_membership.from
base.unitednations.united_nations_body_membership.member	base.unitednations.united_nations_body_membership.member
base.unitednations.united_nations_body_membership.permanent	base.unitednations.united_nations_body_membership.permanent
base.unitednations.united_nations_body_membership.to	base.unitednations.united_nations_body_membership.to
base.unitednations.united_nations_member_state.member_of	base.unitednations.united_nations_member_state.member_of
base.uspolitician.thomas_id	base.uspolitician.thomas_id
base.weapons.weapon.parent_weapon_type	base.weapons.weapon.parent_weapon_type
base.webvideo.internet_video_character.videos_this_character_appeared_in	base.webvideo.internet_video_character.videos_this_character_appeared_in
base.webvideo.internet_video_creator.series_created	base.webvideo.internet_video_creator.series_created
base.webvideo.internet_video_genre.series	base.webvideo.internet_video_genre.series
base.webvideo.internet_video_performance.character	base.webvideo.internet_video_performance.character
base.wfilmbase.film.w_id	base.wfilmbase.film.w_id
base.wfilmbase.siteid.document_order	base.wfilmbase.siteid.document_order
base.wfilmbase.siteid.film	base.wfilmbase.siteid.film
base.wfilmbase.siteid.identifier	base.wfilmbase.siteid.identifier
base.wikipedia_infobox.settlement.area_code	base.wikipedia_infobox.settlement.area_code
base.worldwonders.ancient_wonder.wonder_creator	base.worldwonders.ancient_wonder.wonder_creator
base.wrestling.professional_wrestler.member_of_team	base.wrestling.professional_wrestler.member_of_team
base.wrestling.solo_wrestler_or_team.managers	base.wrestling.solo_wrestler_or_team.managers
base.wrestling.solo_wrestler_or_team.members	base.wrestling.solo_wrestler_or_team.members
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.current_club	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.current_club
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.goals_scored	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.goals_scored
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.matches_played	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.matches_played
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.national_team	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.national_team
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.players	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.players
base.x2010fifaworldcupsouthafrica.current_world_cup_squad.position	base.x2010fifaworldcupsouthafrica.current_world_cup_squad.position
base.x2010fifaworldcupsouthafrica.fifa_world_cup.average_attendance_per_game	base.x2010fifaworldcupsouthafrica.fifa_world_cup.average_attendance_per_game
base.x2010fifaworldcupsouthafrica.fifa_world_cup.average_goals_per_game	base.x2010fifaworldcupsouthafrica.fifa_world_cup.average_goals_per_game
base.x2010fifaworldcupsouthafrica.fifa_world_cup.best_player	base.x2010fifaworldcupsouthafrica.fifa_world_cup.best_player
base.x2010fifaworldcupsouthafrica.fifa_world_cup.champion	base.x2010fifaworldcupsouthafrica.fifa_world_cup.champion
base.x2010fifaworldcupsouthafrica.fifa_world_cup.host_country	base.x2010fifaworldcupsouthafrica.fifa_world_cup.host_country
base.x2010fifaworldcupsouthafrica.fifa_world_cup.number_of_matches_played	base.x2010fifaworldcupsouthafrica.fifa_world_cup.number_of_matches_played
base.x2010fifaworldcupsouthafrica.fifa_world_cup.qualification_play_off	base.x2010fifaworldcupsouthafrica.fifa_world_cup.qualification_play_off
base.x2010fifaworldcupsouthafrica.fifa_world_cup.qualified_teams	base.x2010fifaworldcupsouthafrica.fifa_world_cup.qualified_teams
base.x2010fifaworldcupsouthafrica.fifa_world_cup.total_goals_scored	base.x2010fifaworldcupsouthafrica.fifa_world_cup.total_goals_scored
base.x2010fifaworldcupsouthafrica.fifa_world_cup.world_cup_qualifications	base.x2010fifaworldcupsouthafrica.fifa_world_cup.world_cup_qualifications
base.x2010fifaworldcupsouthafrica.world_cup_participant.world_cup_team	base.x2010fifaworldcupsouthafrica.world_cup_participant.world_cup_team
base.yalebase.person.residential_college	base.yalebase.person.residential_college
base.yalebase.person.worked_on_publications	base.yalebase.person.worked_on_publications
base.yalebase.publication.alumni	base.yalebase.publication.alumni
base.yalebase.residential_college.alumni	base.yalebase.residential_college.alumni
base.yalebase.residential_college.college_abbreviation	base.yalebase.residential_college.college_abbreviation
base.yalebase.residential_college.dean	base.yalebase.residential_college.dean
base.yalebase.residential_college.master	base.yalebase.residential_college.master
base.yalebase.residential_college.renovations_completed	base.yalebase.residential_college.renovations_completed
base.yalebase.secret_society_member.belonged_to	base.yalebase.secret_society_member.belonged_to
base.yalebase.secret_society_membership.member	base.yalebase.secret_society_membership.member
base.yalebase.secret_society_membership.society	base.yalebase.secret_society_membership.society
base.yalebase.secret_society_membership.year	base.yalebase.secret_society_membership.year
base.yournextmp.candidates	base.yournextmp.candidates
base.yupgrade.user.person	base.yupgrade.user.person
base.yupgrade.user.uid	base.yupgrade.user.uid
baseball.baseball_division.league	baseball.baseball_division.league
baseball.baseball_league.divisions	baseball.baseball_league.divisions
baseball.baseball_league.sports_league	baseball.baseball_league.sports_league
baseball.baseball_player.batting_stats	baseball.baseball_player.batting_stats
baseball.baseball_team.current_manager	baseball.baseball_team.current_manager
baseball.batting_statistics.games	baseball.batting_statistics.games
baseball.batting_statistics.ibbs	baseball.batting_statistics.ibbs
baseball.batting_statistics.on_base_pct	baseball.batting_statistics.on_base_pct
baseball.batting_statistics.player	baseball.batting_statistics.player
baseball.batting_statistics.season	baseball.batting_statistics.season
baseball.batting_statistics.team	baseball.batting_statistics.team
